cod_ocorrencia;cisp;mes;ano;mes_ano;aisp;risp;munic;mcirc;regiao
14790;148;5;2012;2012m05;29;6;"Cardoso Moreira;Italva";9999995;Interior
14791;151;5;2012;2012m05;11;7;Nova Friburgo;3303401;Interior
14792;152;5;2012;2012m05;11;7;Duas Barras;3301603;Interior
14793;153;5;2012;2012m05;11;7;Cantagalo;3301108;Interior
14794;154;5;2012;2012m05;11;7;"Cordeiro;Macuco";9999998;Interior
14795;155;5;2012;2012m05;36;6;São Sebastião do Alto;3305307;Interior
14796;156;5;2012;2012m05;11;7;Santa Maria Madalena;3304607;Interior
14797;157;5;2012;2012m05;11;7;Trajano de Morais;3305901;Interior
14798;158;5;2012;2012m05;11;7;Bom Jardim;3300506;Interior
14799;159;5;2012;2012m05;35;4;Cachoeiras de Macacu;3300803;Interior
14800;165;5;2012;2012m05;33;5;Mangaratiba;3302601;Interior
14801;166;5;2012;2012m05;33;5;Angra dos Reis;3300100;Interior
14802;167;5;2012;2012m05;33;5;Paraty;3303807;Interior
14803;168;5;2012;2012m05;33;5;Rio Claro;3304409;Interior
14804;1;6;2012;2012m06;5;1;Rio de Janeiro;3304557;Capital
14805;4;6;2012;2012m06;5;1;Rio de Janeiro;3304557;Capital
14806;5;6;2012;2012m06;5;1;Rio de Janeiro;3304557;Capital
14807;6;6;2012;2012m06;4;1;Rio de Janeiro;3304557;Capital
14808;7;6;2012;2012m06;5;1;Rio de Janeiro;3304557;Capital
14809;9;6;2012;2012m06;2;1;Rio de Janeiro;3304557;Capital
14810;10;6;2012;2012m06;2;1;Rio de Janeiro;3304557;Capital
14811;12;6;2012;2012m06;19;1;Rio de Janeiro;3304557;Capital
14812;13;6;2012;2012m06;19;1;Rio de Janeiro;3304557;Capital
14813;14;6;2012;2012m06;23;1;Rio de Janeiro;3304557;Capital
14814;15;6;2012;2012m06;23;1;Rio de Janeiro;3304557;Capital
14815;16;6;2012;2012m06;31;2;Rio de Janeiro;3304557;Capital
14816;17;6;2012;2012m06;4;1;Rio de Janeiro;3304557;Capital
14817;18;6;2012;2012m06;4;1;Rio de Janeiro;3304557;Capital
14818;19;6;2012;2012m06;6;1;Rio de Janeiro;3304557;Capital
14819;20;6;2012;2012m06;6;1;Rio de Janeiro;3304557;Capital
14820;21;6;2012;2012m06;22;1;Rio de Janeiro;3304557;Capital
14821;22;6;2012;2012m06;16;1;Rio de Janeiro;3304557;Capital
14822;23;6;2012;2012m06;3;1;Rio de Janeiro;3304557;Capital
14823;24;6;2012;2012m06;3;1;Rio de Janeiro;3304557;Capital
14824;25;6;2012;2012m06;3;1;Rio de Janeiro;3304557;Capital
14825;26;6;2012;2012m06;3;1;Rio de Janeiro;3304557;Capital
14826;27;6;2012;2012m06;41;2;Rio de Janeiro;3304557;Capital
14827;28;6;2012;2012m06;9;2;Rio de Janeiro;3304557;Capital
14828;29;6;2012;2012m06;9;2;Rio de Janeiro;3304557;Capital
14829;30;6;2012;2012m06;9;2;Rio de Janeiro;3304557;Capital
14830;31;6;2012;2012m06;41;2;Rio de Janeiro;3304557;Capital
14831;32;6;2012;2012m06;18;2;Rio de Janeiro;3304557;Capital
14832;33;6;2012;2012m06;14;2;Rio de Janeiro;3304557;Capital
14833;34;6;2012;2012m06;14;2;Rio de Janeiro;3304557;Capital
14834;35;6;2012;2012m06;40;2;Rio de Janeiro;3304557;Capital
14835;36;6;2012;2012m06;27;2;Rio de Janeiro;3304557;Capital
14836;37;6;2012;2012m06;17;1;Rio de Janeiro;3304557;Capital
14837;38;6;2012;2012m06;16;1;Rio de Janeiro;3304557;Capital
14838;39;6;2012;2012m06;41;2;Rio de Janeiro;3304557;Capital
14839;40;6;2012;2012m06;9;2;Rio de Janeiro;3304557;Capital
14840;41;6;2012;2012m06;18;2;Rio de Janeiro;3304557;Capital
14841;42;6;2012;2012m06;31;2;Rio de Janeiro;3304557;Capital
14842;43;6;2012;2012m06;27;2;Rio de Janeiro;3304557;Capital
14843;44;6;2012;2012m06;3;1;Rio de Janeiro;3304557;Capital
14844;48;6;2012;2012m06;24;3;Seropédica;3305554;Baixada Fluminense
14845;50;6;2012;2012m06;24;3;Itaguaí;3302007;Baixada Fluminense
14846;51;6;2012;2012m06;24;3;Paracambi;3303609;Baixada Fluminense
14847;52;6;2012;2012m06;20;3;Nova Iguaçu;3303500;Baixada Fluminense
14848;53;6;2012;2012m06;20;3;Mesquita;3302858;Baixada Fluminense
14849;54;6;2012;2012m06;39;3;Belford Roxo;3300456;Baixada Fluminense
14850;55;6;2012;2012m06;24;3;Queimados;3304144;Baixada Fluminense
14851;56;6;2012;2012m06;20;3;Nova Iguaçu;3303500;Baixada Fluminense
14852;57;6;2012;2012m06;20;3;Nilópolis;3303203;Baixada Fluminense
14853;58;6;2012;2012m06;20;3;Nova Iguaçu;3303500;Baixada Fluminense
14854;59;6;2012;2012m06;15;3;Duque de Caxias;3301702;Baixada Fluminense
14855;60;6;2012;2012m06;15;3;Duque de Caxias;3301702;Baixada Fluminense
14856;61;6;2012;2012m06;15;3;Duque de Caxias;3301702;Baixada Fluminense
14857;62;6;2012;2012m06;15;3;Duque de Caxias;3301702;Baixada Fluminense
14858;63;6;2012;2012m06;24;3;Japeri;3302270;Baixada Fluminense
14859;64;6;2012;2012m06;21;3;São João de Meriti;3305109;Baixada Fluminense
14860;65;6;2012;2012m06;34;3;Magé;3302502;Baixada Fluminense
14861;66;6;2012;2012m06;34;3;Magé;3302502;Baixada Fluminense
14862;67;6;2012;2012m06;34;3;Guapimirim;3301850;Baixada Fluminense
14863;70;6;2012;2012m06;35;4;Tanguá;3305752;Interior
14864;71;6;2012;2012m06;35;4;Itaboraí;3301900;Interior
14865;72;6;2012;2012m06;7;4;São Gonçalo;3304904;Grande Niterói
14866;73;6;2012;2012m06;7;4;São Gonçalo;3304904;Grande Niterói
14867;74;6;2012;2012m06;7;4;São Gonçalo;3304904;Grande Niterói
14868;75;6;2012;2012m06;7;4;São Gonçalo;3304904;Grande Niterói
14869;76;6;2012;2012m06;12;4;Niterói;3303302;Grande Niterói
14870;77;6;2012;2012m06;12;4;Niterói;3303302;Grande Niterói
14871;78;6;2012;2012m06;12;4;Niterói;3303302;Grande Niterói
14872;79;6;2012;2012m06;12;4;Niterói;3303302;Grande Niterói
14873;81;6;2012;2012m06;12;4;Niterói;3303302;Grande Niterói
14874;82;6;2012;2012m06;12;4;Maricá;3302700;Grande Niterói
14875;88;6;2012;2012m06;10;5;Barra do Pirai;3300308;Interior
14876;89;6;2012;2012m06;37;5;Resende;3304201;Interior
14877;90;6;2012;2012m06;28;5;Barra Mansa;3300407;Interior
14878;91;6;2012;2012m06;10;5;Valença;3306107;Interior
14879;92;6;2012;2012m06;10;5;Rio das Flores;3304508;Interior
14880;93;6;2012;2012m06;28;5;Volta Redonda;3306305;Interior
14881;94;6;2012;2012m06;10;5;Piraí;3304003;Interior
14882;95;6;2012;2012m06;10;5;Vassouras;3306206;Interior
14883;96;6;2012;2012m06;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior
14884;97;6;2012;2012m06;10;5;Mendes;3302809;Interior
14885;98;6;2012;2012m06;10;5;Engenheiro Paulo de Frontin;3301801;Interior
14886;99;6;2012;2012m06;37;5;Itatiaia;3302254;Interior
14887;100;6;2012;2012m06;37;5;"Porto Real;Quatis";9999992;Interior
14888;101;6;2012;2012m06;28;5;Pinheiral;3303955;Interior
14889;104;6;2012;2012m06;30;7;São José do Vale do Rio Preto;3305158;Interior
14890;105;6;2012;2012m06;26;7;Petrópolis;3303906;Interior
14891;106;6;2012;2012m06;26;7;Petrópolis;3303906;Interior
14892;107;6;2012;2012m06;38;7;Paraíba do Sul;3303708;Interior
14893;108;6;2012;2012m06;38;7;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior
14894;109;6;2012;2012m06;38;7;Sapucaia;3305406;Interior
14895;110;6;2012;2012m06;30;7;Teresópolis;3305802;Interior
14896;111;6;2012;2012m06;30;7;Sumidouro;3305703;Interior
14897;112;6;2012;2012m06;30;7;Carmo;3301207;Interior
14898;118;6;2012;2012m06;25;4;Araruama;3300209;Interior
14899;119;6;2012;2012m06;35;4;Rio Bonito;3304300;Interior
14900;120;6;2012;2012m06;35;4;Silva Jardim;3305604;Interior
14901;121;6;2012;2012m06;32;6;Casimiro de Abreu;3301306;Interior
14902;122;6;2012;2012m06;32;6;Conceição de Macabú;3301405;Interior
14903;123;6;2012;2012m06;32;6;Macaé;3302403;Interior
14904;124;6;2012;2012m06;25;4;Saquarema;3305505;Interior
14905;125;6;2012;2012m06;25;4;São Pedro da Aldeia;3305208;Interior
14906;126;6;2012;2012m06;25;4;Cabo Frio;3300704;Interior
14907;127;6;2012;2012m06;25;4;Armação dos Búzios;3300233;Interior
14908;128;6;2012;2012m06;32;6;Rio das Ostras;3304524;Interior
14909;129;6;2012;2012m06;25;4;Iguaba Grande;3301876;Interior
14910;130;6;2012;2012m06;32;6;"Quissamã;Carapebus";9999994;Interior
14911;132;6;2012;2012m06;25;4;Arraial do Cabo;3300258;Interior
14912;134;6;2012;2012m06;8;6;Campos dos Goytacazes;3301009;Interior
14913;135;6;2012;2012m06;36;6;Itaocara;3302106;Interior
14914;136;6;2012;2012m06;36;6;"Santo Antônio de Pádua;Aperibé";9999993;Interior
14915;137;6;2012;2012m06;36;6;Miracema;3303005;Interior
14916;138;6;2012;2012m06;29;6;Laje do Muriaé;3302304;Interior
14917;139;6;2012;2012m06;29;6;Porciúncula;3304102;Interior
14918;140;6;2012;2012m06;29;6;"Natividade;Varre-Sai";9999997;Interior
14919;141;6;2012;2012m06;8;6;São Fidélis;3304805;Interior
14920;142;6;2012;2012m06;36;6;Cambuci;3300902;Interior
14921;143;6;2012;2012m06;29;6;"Itaperuna;São José de Ubá";9999996;Interior
14922;144;6;2012;2012m06;29;6;Bom Jesus de Itabapoana;3300605;Interior
14923;145;6;2012;2012m06;8;6;São João da Barra;3305000;Interior
14924;146;6;2012;2012m06;8;6;Campos dos Goytacazes;3301009;Interior
14925;147;6;2012;2012m06;8;6;São Francisco de Itabapoana;3304755;Interior
14926;148;6;2012;2012m06;29;6;"Cardoso Moreira;Italva";9999995;Interior
14927;151;6;2012;2012m06;11;7;Nova Friburgo;3303401;Interior
14928;152;6;2012;2012m06;11;7;Duas Barras;3301603;Interior
14929;153;6;2012;2012m06;11;7;Cantagalo;3301108;Interior
14930;154;6;2012;2012m06;11;7;"Cordeiro;Macuco";9999998;Interior
14931;155;6;2012;2012m06;36;6;São Sebastião do Alto;3305307;Interior
14932;156;6;2012;2012m06;11;7;Santa Maria Madalena;3304607;Interior
14933;157;6;2012;2012m06;11;7;Trajano de Morais;3305901;Interior
14934;158;6;2012;2012m06;11;7;Bom Jardim;3300506;Interior
14935;159;6;2012;2012m06;35;4;Cachoeiras de Macacu;3300803;Interior
14936;165;6;2012;2012m06;33;5;Mangaratiba;3302601;Interior
14937;166;6;2012;2012m06;33;5;Angra dos Reis;3300100;Interior
14938;167;6;2012;2012m06;33;5;Paraty;3303807;Interior
14939;168;6;2012;2012m06;33;5;Rio Claro;3304409;Interior
14940;1;7;2012;2012m07;5;1;Rio de Janeiro;3304557;Capital
14941;4;7;2012;2012m07;5;1;Rio de Janeiro;3304557;Capital
14942;5;7;2012;2012m07;5;1;Rio de Janeiro;3304557;Capital
14943;6;7;2012;2012m07;4;1;Rio de Janeiro;3304557;Capital
14944;7;7;2012;2012m07;5;1;Rio de Janeiro;3304557;Capital
14945;9;7;2012;2012m07;2;1;Rio de Janeiro;3304557;Capital
14946;10;7;2012;2012m07;2;1;Rio de Janeiro;3304557;Capital
14947;12;7;2012;2012m07;19;1;Rio de Janeiro;3304557;Capital
14948;13;7;2012;2012m07;19;1;Rio de Janeiro;3304557;Capital
14949;14;7;2012;2012m07;23;1;Rio de Janeiro;3304557;Capital
14950;15;7;2012;2012m07;23;1;Rio de Janeiro;3304557;Capital
14951;16;7;2012;2012m07;31;2;Rio de Janeiro;3304557;Capital
14952;17;7;2012;2012m07;4;1;Rio de Janeiro;3304557;Capital
14953;18;7;2012;2012m07;4;1;Rio de Janeiro;3304557;Capital
14954;19;7;2012;2012m07;6;1;Rio de Janeiro;3304557;Capital
14955;20;7;2012;2012m07;6;1;Rio de Janeiro;3304557;Capital
14956;21;7;2012;2012m07;22;1;Rio de Janeiro;3304557;Capital
14957;22;7;2012;2012m07;16;1;Rio de Janeiro;3304557;Capital
14958;23;7;2012;2012m07;3;1;Rio de Janeiro;3304557;Capital
14959;24;7;2012;2012m07;3;1;Rio de Janeiro;3304557;Capital
14960;25;7;2012;2012m07;3;1;Rio de Janeiro;3304557;Capital
14961;26;7;2012;2012m07;3;1;Rio de Janeiro;3304557;Capital
14962;27;7;2012;2012m07;41;2;Rio de Janeiro;3304557;Capital
14963;28;7;2012;2012m07;9;2;Rio de Janeiro;3304557;Capital
14964;29;7;2012;2012m07;9;2;Rio de Janeiro;3304557;Capital
14965;30;7;2012;2012m07;9;2;Rio de Janeiro;3304557;Capital
14966;31;7;2012;2012m07;41;2;Rio de Janeiro;3304557;Capital
14967;32;7;2012;2012m07;18;2;Rio de Janeiro;3304557;Capital
14968;33;7;2012;2012m07;14;2;Rio de Janeiro;3304557;Capital
14969;34;7;2012;2012m07;14;2;Rio de Janeiro;3304557;Capital
14970;35;7;2012;2012m07;40;2;Rio de Janeiro;3304557;Capital
14971;36;7;2012;2012m07;27;2;Rio de Janeiro;3304557;Capital
14972;37;7;2012;2012m07;17;1;Rio de Janeiro;3304557;Capital
14973;38;7;2012;2012m07;16;1;Rio de Janeiro;3304557;Capital
14974;39;7;2012;2012m07;41;2;Rio de Janeiro;3304557;Capital
14975;40;7;2012;2012m07;9;2;Rio de Janeiro;3304557;Capital
14976;41;7;2012;2012m07;18;2;Rio de Janeiro;3304557;Capital
14977;42;7;2012;2012m07;31;2;Rio de Janeiro;3304557;Capital
14978;43;7;2012;2012m07;27;2;Rio de Janeiro;3304557;Capital
14979;44;7;2012;2012m07;3;1;Rio de Janeiro;3304557;Capital
14980;48;7;2012;2012m07;24;3;Seropédica;3305554;Baixada Fluminense
14981;50;7;2012;2012m07;24;3;Itaguaí;3302007;Baixada Fluminense
14982;51;7;2012;2012m07;24;3;Paracambi;3303609;Baixada Fluminense
14983;52;7;2012;2012m07;20;3;Nova Iguaçu;3303500;Baixada Fluminense
14984;53;7;2012;2012m07;20;3;Mesquita;3302858;Baixada Fluminense
14985;54;7;2012;2012m07;39;3;Belford Roxo;3300456;Baixada Fluminense
14986;55;7;2012;2012m07;24;3;Queimados;3304144;Baixada Fluminense
14987;56;7;2012;2012m07;20;3;Nova Iguaçu;3303500;Baixada Fluminense
14988;57;7;2012;2012m07;20;3;Nilópolis;3303203;Baixada Fluminense
14989;58;7;2012;2012m07;20;3;Nova Iguaçu;3303500;Baixada Fluminense
14990;59;7;2012;2012m07;15;3;Duque de Caxias;3301702;Baixada Fluminense
14991;60;7;2012;2012m07;15;3;Duque de Caxias;3301702;Baixada Fluminense
14992;61;7;2012;2012m07;15;3;Duque de Caxias;3301702;Baixada Fluminense
14993;62;7;2012;2012m07;15;3;Duque de Caxias;3301702;Baixada Fluminense
14994;63;7;2012;2012m07;24;3;Japeri;3302270;Baixada Fluminense
14995;64;7;2012;2012m07;21;3;São João de Meriti;3305109;Baixada Fluminense
14996;65;7;2012;2012m07;34;3;Magé;3302502;Baixada Fluminense
14997;66;7;2012;2012m07;34;3;Magé;3302502;Baixada Fluminense
14998;67;7;2012;2012m07;34;3;Guapimirim;3301850;Baixada Fluminense
14999;70;7;2012;2012m07;35;4;Tanguá;3305752;Interior
15000;71;7;2012;2012m07;35;4;Itaboraí;3301900;Interior
15001;72;7;2012;2012m07;7;4;São Gonçalo;3304904;Grande Niterói
15002;73;7;2012;2012m07;7;4;São Gonçalo;3304904;Grande Niterói
15003;74;7;2012;2012m07;7;4;São Gonçalo;3304904;Grande Niterói
15004;75;7;2012;2012m07;7;4;São Gonçalo;3304904;Grande Niterói
15005;76;7;2012;2012m07;12;4;Niterói;3303302;Grande Niterói
15006;77;7;2012;2012m07;12;4;Niterói;3303302;Grande Niterói
15007;78;7;2012;2012m07;12;4;Niterói;3303302;Grande Niterói
15008;79;7;2012;2012m07;12;4;Niterói;3303302;Grande Niterói
15009;81;7;2012;2012m07;12;4;Niterói;3303302;Grande Niterói
15010;82;7;2012;2012m07;12;4;Maricá;3302700;Grande Niterói
15011;88;7;2012;2012m07;10;5;Barra do Pirai;3300308;Interior
15012;89;7;2012;2012m07;37;5;Resende;3304201;Interior
15013;90;7;2012;2012m07;28;5;Barra Mansa;3300407;Interior
15014;91;7;2012;2012m07;10;5;Valença;3306107;Interior
15015;92;7;2012;2012m07;10;5;Rio das Flores;3304508;Interior
15016;93;7;2012;2012m07;28;5;Volta Redonda;3306305;Interior
15017;94;7;2012;2012m07;10;5;Piraí;3304003;Interior
15018;95;7;2012;2012m07;10;5;Vassouras;3306206;Interior
15019;96;7;2012;2012m07;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior
15020;97;7;2012;2012m07;10;5;Mendes;3302809;Interior
15021;98;7;2012;2012m07;10;5;Engenheiro Paulo de Frontin;3301801;Interior
15022;99;7;2012;2012m07;37;5;Itatiaia;3302254;Interior
15023;100;7;2012;2012m07;37;5;"Porto Real;Quatis";9999992;Interior
15024;101;7;2012;2012m07;28;5;Pinheiral;3303955;Interior
15025;104;7;2012;2012m07;30;7;São José do Vale do Rio Preto;3305158;Interior
15026;105;7;2012;2012m07;26;7;Petrópolis;3303906;Interior
15027;106;7;2012;2012m07;26;7;Petrópolis;3303906;Interior
15028;107;7;2012;2012m07;38;7;Paraíba do Sul;3303708;Interior
15029;108;7;2012;2012m07;38;7;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior
15030;109;7;2012;2012m07;38;7;Sapucaia;3305406;Interior
15031;110;7;2012;2012m07;30;7;Teresópolis;3305802;Interior
15032;111;7;2012;2012m07;30;7;Sumidouro;3305703;Interior
15033;112;7;2012;2012m07;30;7;Carmo;3301207;Interior
15034;118;7;2012;2012m07;25;4;Araruama;3300209;Interior
15035;119;7;2012;2012m07;35;4;Rio Bonito;3304300;Interior
15036;120;7;2012;2012m07;35;4;Silva Jardim;3305604;Interior
15037;121;7;2012;2012m07;32;6;Casimiro de Abreu;3301306;Interior
15038;122;7;2012;2012m07;32;6;Conceição de Macabú;3301405;Interior
15039;123;7;2012;2012m07;32;6;Macaé;3302403;Interior
15040;124;7;2012;2012m07;25;4;Saquarema;3305505;Interior
15041;125;7;2012;2012m07;25;4;São Pedro da Aldeia;3305208;Interior
15042;126;7;2012;2012m07;25;4;Cabo Frio;3300704;Interior
15043;127;7;2012;2012m07;25;4;Armação dos Búzios;3300233;Interior
15044;128;7;2012;2012m07;32;6;Rio das Ostras;3304524;Interior
15045;129;7;2012;2012m07;25;4;Iguaba Grande;3301876;Interior
15046;130;7;2012;2012m07;32;6;"Quissamã;Carapebus";9999994;Interior
15047;132;7;2012;2012m07;25;4;Arraial do Cabo;3300258;Interior
15048;134;7;2012;2012m07;8;6;Campos dos Goytacazes;3301009;Interior
15049;135;7;2012;2012m07;36;6;Itaocara;3302106;Interior
15050;136;7;2012;2012m07;36;6;"Santo Antônio de Pádua;Aperibé";9999993;Interior
15051;137;7;2012;2012m07;36;6;Miracema;3303005;Interior
15052;138;7;2012;2012m07;29;6;Laje do Muriaé;3302304;Interior
15053;139;7;2012;2012m07;29;6;Porciúncula;3304102;Interior
15054;140;7;2012;2012m07;29;6;"Natividade;Varre-Sai";9999997;Interior
15055;141;7;2012;2012m07;8;6;São Fidélis;3304805;Interior
15056;142;7;2012;2012m07;36;6;Cambuci;3300902;Interior
15057;143;7;2012;2012m07;29;6;"Itaperuna;São José de Ubá";9999996;Interior
15058;144;7;2012;2012m07;29;6;Bom Jesus de Itabapoana;3300605;Interior
15059;145;7;2012;2012m07;8;6;São João da Barra;3305000;Interior
15060;146;7;2012;2012m07;8;6;Campos dos Goytacazes;3301009;Interior
15061;147;7;2012;2012m07;8;6;São Francisco de Itabapoana;3304755;Interior
15062;148;7;2012;2012m07;29;6;"Cardoso Moreira;Italva";9999995;Interior
15063;151;7;2012;2012m07;11;7;Nova Friburgo;3303401;Interior
15064;152;7;2012;2012m07;11;7;Duas Barras;3301603;Interior
15065;153;7;2012;2012m07;11;7;Cantagalo;3301108;Interior
15066;154;7;2012;2012m07;11;7;"Cordeiro;Macuco";9999998;Interior
15067;155;7;2012;2012m07;36;6;São Sebastião do Alto;3305307;Interior
15068;156;7;2012;2012m07;11;7;Santa Maria Madalena;3304607;Interior
15069;157;7;2012;2012m07;11;7;Trajano de Morais;3305901;Interior
15070;158;7;2012;2012m07;11;7;Bom Jardim;3300506;Interior
15071;159;7;2012;2012m07;35;4;Cachoeiras de Macacu;3300803;Interior
15072;165;7;2012;2012m07;33;5;Mangaratiba;3302601;Interior
15073;166;7;2012;2012m07;33;5;Angra dos Reis;3300100;Interior
15074;167;7;2012;2012m07;33;5;Paraty;3303807;Interior
15075;168;7;2012;2012m07;33;5;Rio Claro;3304409;Interior
15076;1;8;2012;2012m08;5;1;Rio de Janeiro;3304557;Capital
15077;4;8;2012;2012m08;5;1;Rio de Janeiro;3304557;Capital
15078;5;8;2012;2012m08;5;1;Rio de Janeiro;3304557;Capital
15079;6;8;2012;2012m08;4;1;Rio de Janeiro;3304557;Capital
15080;7;8;2012;2012m08;5;1;Rio de Janeiro;3304557;Capital
15081;9;8;2012;2012m08;2;1;Rio de Janeiro;3304557;Capital
15082;10;8;2012;2012m08;2;1;Rio de Janeiro;3304557;Capital
15083;12;8;2012;2012m08;19;1;Rio de Janeiro;3304557;Capital
15084;13;8;2012;2012m08;19;1;Rio de Janeiro;3304557;Capital
15085;14;8;2012;2012m08;23;1;Rio de Janeiro;3304557;Capital
15086;15;8;2012;2012m08;23;1;Rio de Janeiro;3304557;Capital
15087;16;8;2012;2012m08;31;2;Rio de Janeiro;3304557;Capital
15088;17;8;2012;2012m08;4;1;Rio de Janeiro;3304557;Capital
15089;18;8;2012;2012m08;4;1;Rio de Janeiro;3304557;Capital
15090;19;8;2012;2012m08;6;1;Rio de Janeiro;3304557;Capital
15091;20;8;2012;2012m08;6;1;Rio de Janeiro;3304557;Capital
15092;21;8;2012;2012m08;22;1;Rio de Janeiro;3304557;Capital
15093;22;8;2012;2012m08;16;1;Rio de Janeiro;3304557;Capital
15094;23;8;2012;2012m08;3;1;Rio de Janeiro;3304557;Capital
15095;24;8;2012;2012m08;3;1;Rio de Janeiro;3304557;Capital
15096;25;8;2012;2012m08;3;1;Rio de Janeiro;3304557;Capital
15097;26;8;2012;2012m08;3;1;Rio de Janeiro;3304557;Capital
15098;27;8;2012;2012m08;41;2;Rio de Janeiro;3304557;Capital
15099;28;8;2012;2012m08;9;2;Rio de Janeiro;3304557;Capital
15100;29;8;2012;2012m08;9;2;Rio de Janeiro;3304557;Capital
15101;30;8;2012;2012m08;9;2;Rio de Janeiro;3304557;Capital
15102;31;8;2012;2012m08;41;2;Rio de Janeiro;3304557;Capital
15103;32;8;2012;2012m08;18;2;Rio de Janeiro;3304557;Capital
15104;33;8;2012;2012m08;14;2;Rio de Janeiro;3304557;Capital
15105;34;8;2012;2012m08;14;2;Rio de Janeiro;3304557;Capital
15106;35;8;2012;2012m08;40;2;Rio de Janeiro;3304557;Capital
15107;36;8;2012;2012m08;27;2;Rio de Janeiro;3304557;Capital
15108;37;8;2012;2012m08;17;1;Rio de Janeiro;3304557;Capital
15109;38;8;2012;2012m08;16;1;Rio de Janeiro;3304557;Capital
15110;39;8;2012;2012m08;41;2;Rio de Janeiro;3304557;Capital
15111;40;8;2012;2012m08;9;2;Rio de Janeiro;3304557;Capital
15112;41;8;2012;2012m08;18;2;Rio de Janeiro;3304557;Capital
15113;42;8;2012;2012m08;31;2;Rio de Janeiro;3304557;Capital
15114;43;8;2012;2012m08;27;2;Rio de Janeiro;3304557;Capital
15115;44;8;2012;2012m08;3;1;Rio de Janeiro;3304557;Capital
15116;48;8;2012;2012m08;24;3;Seropédica;3305554;Baixada Fluminense
15117;50;8;2012;2012m08;24;3;Itaguaí;3302007;Baixada Fluminense
15118;51;8;2012;2012m08;24;3;Paracambi;3303609;Baixada Fluminense
15119;52;8;2012;2012m08;20;3;Nova Iguaçu;3303500;Baixada Fluminense
15120;53;8;2012;2012m08;20;3;Mesquita;3302858;Baixada Fluminense
15121;54;8;2012;2012m08;39;3;Belford Roxo;3300456;Baixada Fluminense
15122;55;8;2012;2012m08;24;3;Queimados;3304144;Baixada Fluminense
15123;56;8;2012;2012m08;20;3;Nova Iguaçu;3303500;Baixada Fluminense
15124;57;8;2012;2012m08;20;3;Nilópolis;3303203;Baixada Fluminense
15125;58;8;2012;2012m08;20;3;Nova Iguaçu;3303500;Baixada Fluminense
15126;59;8;2012;2012m08;15;3;Duque de Caxias;3301702;Baixada Fluminense
15127;60;8;2012;2012m08;15;3;Duque de Caxias;3301702;Baixada Fluminense
15128;61;8;2012;2012m08;15;3;Duque de Caxias;3301702;Baixada Fluminense
15129;62;8;2012;2012m08;15;3;Duque de Caxias;3301702;Baixada Fluminense
15130;63;8;2012;2012m08;24;3;Japeri;3302270;Baixada Fluminense
15131;64;8;2012;2012m08;21;3;São João de Meriti;3305109;Baixada Fluminense
15132;65;8;2012;2012m08;34;3;Magé;3302502;Baixada Fluminense
15133;66;8;2012;2012m08;34;3;Magé;3302502;Baixada Fluminense
15134;67;8;2012;2012m08;34;3;Guapimirim;3301850;Baixada Fluminense
15135;70;8;2012;2012m08;35;4;Tanguá;3305752;Interior
15136;71;8;2012;2012m08;35;4;Itaboraí;3301900;Interior
15137;72;8;2012;2012m08;7;4;São Gonçalo;3304904;Grande Niterói
15138;73;8;2012;2012m08;7;4;São Gonçalo;3304904;Grande Niterói
15139;74;8;2012;2012m08;7;4;São Gonçalo;3304904;Grande Niterói
15140;75;8;2012;2012m08;7;4;São Gonçalo;3304904;Grande Niterói
15141;76;8;2012;2012m08;12;4;Niterói;3303302;Grande Niterói
15142;77;8;2012;2012m08;12;4;Niterói;3303302;Grande Niterói
15143;78;8;2012;2012m08;12;4;Niterói;3303302;Grande Niterói
15144;79;8;2012;2012m08;12;4;Niterói;3303302;Grande Niterói
15145;81;8;2012;2012m08;12;4;Niterói;3303302;Grande Niterói
15146;82;8;2012;2012m08;12;4;Maricá;3302700;Grande Niterói
15147;88;8;2012;2012m08;10;5;Barra do Pirai;3300308;Interior
15148;89;8;2012;2012m08;37;5;Resende;3304201;Interior
15149;90;8;2012;2012m08;28;5;Barra Mansa;3300407;Interior
15150;91;8;2012;2012m08;10;5;Valença;3306107;Interior
15151;92;8;2012;2012m08;10;5;Rio das Flores;3304508;Interior
15152;93;8;2012;2012m08;28;5;Volta Redonda;3306305;Interior
15153;94;8;2012;2012m08;10;5;Piraí;3304003;Interior
15154;95;8;2012;2012m08;10;5;Vassouras;3306206;Interior
15155;96;8;2012;2012m08;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior
15156;97;8;2012;2012m08;10;5;Mendes;3302809;Interior
15157;98;8;2012;2012m08;10;5;Engenheiro Paulo de Frontin;3301801;Interior
15158;99;8;2012;2012m08;37;5;Itatiaia;3302254;Interior
15159;100;8;2012;2012m08;37;5;"Porto Real;Quatis";9999992;Interior
15160;101;8;2012;2012m08;28;5;Pinheiral;3303955;Interior
15161;104;8;2012;2012m08;30;7;São José do Vale do Rio Preto;3305158;Interior
15162;105;8;2012;2012m08;26;7;Petrópolis;3303906;Interior
15163;106;8;2012;2012m08;26;7;Petrópolis;3303906;Interior
15164;107;8;2012;2012m08;38;7;Paraíba do Sul;3303708;Interior
